id,x,y,r1,r2,theta
../data/images1/0.jpg,870,404,9,11,0.03
../data/images1/1.jpg,869,404,11,9,1.59
../data/images1/2.jpg,869,404,11,9,1.59
../data/images1/3.jpg,870,404,9,11,0.03
../data/images1/4.jpg,869,404,9,11,0.01
../data/images1/5.jpg,869,404,11,9,1.59
../data/images1/6.jpg,869,405,10,9,1.61
../data/images1/7.jpg,869,405,10,9,1.53
../data/images1/8.jpg,869,405,10,9,1.55
../data/images1/9.jpg,869,405,10,9,1.52
../data/images1/10.jpg,869,405,10,9,1.51
../data/images1/11.jpg,869,405,9,9,0.06
../data/images1/12.jpg,869,406,9,10,1.56
../data/images1/13.jpg,869,407,10,9,0.04
../data/images1/14.jpg,869,407,10,9,0.02
../data/images1/15.jpg,869,408,10,9,0.04
../data/images1/16.jpg,869,409,10,9,0.06
../data/images1/17.jpg,869,410,10,9,1.59
../data/images1/18.jpg,869,411,10,9,1.63
../data/images1/19.jpg,869,412,10,9,1.56
../data/images1/20.jpg,869,413,10,9,1.63
../data/images1/21.jpg,869,414,10,9,1.54
../data/images1/22.jpg,869,416,10,9,1.58
../data/images1/23.jpg,869,417,10,9,1.15
../data/images1/24.jpg,869,418,10,9,-0.01
../data/images1/25.jpg,869,420,10,9,0.01
../data/images1/26.jpg,869,422,10,9,0.0
../data/images1/27.jpg,869,424,10,9,0.03
../data/images1/28.jpg,869,426,10,9,0.01
../data/images1/29.jpg,869,428,9,9,0.07
../data/images1/30.jpg,869,430,10,9,1.52
../data/images1/31.jpg,869,432,10,9,1.59
../data/images1/32.jpg,869,434,10,9,1.55
../data/images1/33.jpg,869,436,10,9,1.59
../data/images1/34.jpg,869,439,10,9,1.44
../data/images1/35.jpg,869,441,10,9,1.66
../data/images1/36.jpg,869,444,9,9,0.12
../data/images1/37.jpg,869,446,10,9,0.02
../data/images1/38.jpg,868,449,10,9,0.06
../data/images1/39.jpg,868,452,10,9,0.11
../data/images1/40.jpg,868,455,10,9,0.13
../data/images1/41.jpg,868,458,10,9,0.05
../data/images1/42.jpg,868,461,9,9,1.16
../data/images1/43.jpg,868,464,10,9,1.45
../data/images1/44.jpg,868,468,10,9,1.59
../data/images1/45.jpg,868,471,10,9,1.68
../data/images1/46.jpg,868,475,10,9,1.6
../data/images1/47.jpg,868,478,10,9,1.56
../data/images1/48.jpg,868,482,10,9,1.63
../data/images1/49.jpg,868,485,10,9,-0.03
../data/images1/50.jpg,868,489,10,9,-0.14
../data/images1/51.jpg,868,493,10,9,-0.42
../data/images1/52.jpg,868,497,10,9,-0.18
../data/images1/53.jpg,868,501,10,9,-0.58
../data/images1/54.jpg,868,505,10,9,2.02
../data/images1/55.jpg,868,509,10,9,1.82
../data/images1/56.jpg,867,514,11,9,1.7
../data/images1/57.jpg,867,518,11,9,1.66
../data/images1/58.jpg,867,523,10,9,1.73
../data/images1/59.jpg,867,527,10,9,1.75
../data/images1/60.jpg,867,532,9,10,0.32
../data/images1/61.jpg,867,537,10,9,-0.65
../data/images1/62.jpg,867,542,10,9,-0.17
../data/images1/63.jpg,867,546,10,9,-0.2
../data/images1/64.jpg,867,551,10,9,-0.11
../data/images1/65.jpg,867,557,10,9,-0.16
../data/images1/66.jpg,866,562,10,9,-0.34
../data/images1/67.jpg,867,567,10,10,1.41
../data/images1/68.jpg,867,571,8,9,1.91
../data/images1/69.jpg,868,574,9,6,0.43
../data/images1/70.jpg,869,575,4,1,0.37
../data/images1/73.jpg,867,599,11,5,0.19
../data/images1/74.jpg,867,603,11,5,0.34
../data/images1/75.jpg,867,609,7,11,1.9
../data/images1/76.jpg,868,613,7,10,1.95
../data/images1/77.jpg,868,618,10,8,0.45
../data/images1/78.jpg,869,622,9,9,0.18
../data/images1/79.jpg,870,625,10,9,1.84
../data/images1/80.jpg,872,628,9,9,2.03
../data/images1/81.jpg,873,631,10,9,1.57
../data/images1/82.jpg,875,634,9,9,0.59
../data/images1/83.jpg,877,636,10,8,0.3
../data/images1/84.jpg,879,638,11,7,0.38
../data/images1/85.jpg,905,639,6,37,1.62
../data/images1/86.jpg,883,641,11,7,0.3
../data/images1/87.jpg,919,642,5,46,1.64
../data/images1/88.jpg,922,643,7,44,1.63
../data/images1/89.jpg,922,644,8,42,1.62
../data/images1/90.jpg,909,644,28,8,0.03
../data/images1/91.jpg,897,644,9,9,2.08
../data/images1/92.jpg,900,644,9,9,2.35
../data/images1/93.jpg,904,643,9,8,0.55
../data/images1/94.jpg,908,642,7,10,1.87
../data/images1/95.jpg,911,641,7,10,1.89
../data/images1/96.jpg,915,639,6,10,1.84
../data/images1/97.jpg,920,637,6,10,1.81
../data/images1/98.jpg,924,635,6,10,1.83
../data/images1/99.jpg,928,633,6,10,1.95
../data/images1/100.jpg,932,631,5,9,1.8
../data/images1/101.jpg,936,630,9,5,0.42
../data/images1/103.jpg,948,613,1,4,1.81
../data/images1/104.jpg,950,611,6,2,0.03
../data/images1/105.jpg,955,609,3,7,1.56
../data/images1/106.jpg,960,610,8,6,-0.09
../data/images1/107.jpg,966,609,9,8,0.09
../data/images1/108.jpg,969,604,9,5,-0.61
../data/images1/109.jpg,976,605,9,10,0.74
../data/images1/110.jpg,980,602,8,10,0.54
../data/images1/111.jpg,985,599,8,10,0.65
../data/images1/112.jpg,990,597,8,9,0.76
../data/images1/113.jpg,995,596,10,9,2.03
../data/images1/114.jpg,1000,594,9,9,1.72
../data/images1/115.jpg,1000,587,6,3,-0.75
../data/images1/116.jpg,1005,585,6,3,-0.59
../data/images1/117.jpg,1010,584,7,3,-0.57
../data/images1/118.jpg,1016,583,4,7,1.26
../data/images1/119.jpg,1022,585,7,9,1.81
../data/images1/120.jpg,1027,583,8,7,-0.29
../data/images1/121.jpg,1033,582,8,9,1.29
../data/images1/122.jpg,1037,581,8,9,0.82
../data/images1/123.jpg,1041,579,7,10,0.71
../data/images1/124.jpg,1047,579,10,9,1.95
../data/images1/125.jpg,1051,577,8,9,0.53
../data/images1/126.jpg,1055,575,9,7,2.26
../data/images1/127.jpg,1061,576,8,9,-0.75
../data/images1/128.jpg,1065,574,8,9,1.78
../data/images1/129.jpg,1069,572,8,7,-0.2
../data/images1/130.jpg,1074,572,9,7,0.1
../data/images1/131.jpg,1079,572,8,9,1.73
../data/images1/132.jpg,1083,571,8,7,-0.57
../data/images1/133.jpg,1088,571,7,9,0.89
../data/images1/134.jpg,1092,570,6,9,0.76
../data/images1/135.jpg,1098,571,8,10,0.66
../data/images1/136.jpg,1103,571,10,8,2.1
../data/images1/137.jpg,1106,570,9,6,2.22
../data/images1/138.jpg,1111,570,6,9,0.56
../data/images1/139.jpg,1116,571,9,7,2.04
../data/images1/140.jpg,1121,571,7,8,0.45
../data/images1/141.jpg,1127,573,8,10,2.18
../data/images1/142.jpg,1131,572,8,8,0.18
../data/images1/143.jpg,1135,573,8,9,1.77
../data/images1/144.jpg,1139,573,8,7,-0.48
../data/images1/145.jpg,1144,574,7,9,0.7
../data/images1/146.jpg,1149,575,8,9,0.69
../data/images1/147.jpg,1152,575,6,9,0.56
../data/images1/148.jpg,1158,576,7,10,0.61
../data/images1/149.jpg,1163,577,7,10,0.6
../data/images1/150.jpg,1167,578,7,9,0.53
../data/images1/151.jpg,1171,579,7,9,0.4
../data/images1/152.jpg,1176,581,7,9,0.05
../data/images1/153.jpg,1182,582,8,8,0.17
../data/images1/154.jpg,1186,584,8,9,2.22
../data/images1/155.jpg,1190,585,7,8,-0.66
../data/images1/156.jpg,1191,586,4,7,0.26
../data/images1/157.jpg,1195,588,6,3,1.56
../data/images1/158.jpg,1196,589,1,4,0.12
