id,x,y,r1,r2,theta,r,vx,vy,v,angle
../../data/extracted_images/h11_short/009.jpg,869.4549064095293,392.17262242389864,11.042352051427493,9.737379466817925,74.21682973838757,10.019096237474002,0.0546687194446674,0.15044701942035285,0.1600717793309857,-70.03010935411909
../../data/extracted_images/h11_short/010.jpg,869.4753261486104,392.44847797315185,10.920400831915298,9.861032331253545,69.43221507823574,10.043486481376442,0.048267293304158035,0.17567458066607092,0.1821847685595848,-74.63685349400652
../../data/extracted_images/h11_short/011.jpg,869.452070334657,392.75042541123094,10.785970882964644,9.899602949517869,60.52087433608095,10.029495178672718,0.03146692596495931,0.20046997812171088,0.20292456617621107,-81.07931158484747
../../data/extracted_images/h11_short/012.jpg,869.4626583475138,393.0538854225752,10.647192285876347,10.039137833238797,57.401293011372644,10.016260162601625,0.024201172244277456,0.2243470275234277,0.22564858851008754,-83.84309353295252
../../data/extracted_images/h11_short/013.jpg,869.4757042919268,393.4424276800908,10.433919455473625,10.060692002268862,50.48528401974056,10.00378143316317,0.022040353293927444,0.2623234205763976,0.2632477049400863,-85.19730188756428
../../data/extracted_images/h11_short/014.jpg,869.5218377765174,393.9290981281906,10.324825108716205,10.134051805634336,45.81582423503286,9.992058990357346,0.020608810739271836,0.30499959484645195,0.30569507018692166,-86.13440231785441
../../data/extracted_images/h11_short/015.jpg,869.5619209680469,394.4482889014937,10.227264133106448,10.196445452826623,41.826785685193144,9.981092834184157,0.01996056505415059,0.35737244415633995,0.35792944556093353,-86.80314162015151
../../data/extracted_images/h11_short/016.jpg,869.5959538665154,395.0735488750237,10.141614671960674,10.247116657213084,37.768849204231614,9.9708829646436,0.020149636712306216,0.414418064446433,0.41490762827304806,-87.21638419755872
../../data/extracted_images/h11_short/017.jpg,869.6239364719229,395.7458876914351,10.099262620533183,10.324446965399888,34.71545755863559,9.961429381735678,0.021230046187497464,0.47105853118331914,0.47153669492597217,-87.41949377891191
../../data/extracted_images/h11_short/018.jpg,869.6458687842693,396.4753261486104,10.06182643221781,10.326904896955947,30.797483541525267,9.95273208546039,0.027685492801749336,0.5321286767684958,0.5328483979060705,-87.02171110137859
../../data/extracted_images/h11_short/019.jpg,869.6617508035547,397.3017583664209,10.061070145585179,10.323501607109096,28.316291380497404,9.944791075817736,0.028441779434420562,0.6068389919779601,0.607505141543858,-87.31658267897319
../../data/extracted_images/h11_short/020.jpg,869.6715825297789,398.1941765929288,9.996974853469466,10.414256003025148,29.39688393228979,9.937606352807714,0.027982605407438705,0.6788212732625668,0.6793977827747164,-87.63947001503794
../../data/extracted_images/h11_short/021.jpg,869.6753639629421,399.19058423142377,10.010209869540557,10.427869162412556,28.02120024154177,9.931177916430329,0.0219323123463937,0.7516408718904505,0.7519607879544628,-88.32862671743882
../../data/extracted_images/h11_short/022.jpg,869.7041028549822,400.2580828133863,9.99262620533182,10.503875968992249,30.353438542046874,9.95651351862356,0.02031169813361495,0.8299705588417997,0.8302190636363637,-88.59809204817739
../../data/extracted_images/h11_short/023.jpg,869.6880317640387,401.37076952164875,9.953110228776707,10.564000756286633,32.156484399894744,9.943845717526944,0.013153985360466842,0.8996029495178683,0.8996991130995471,-89.16228138182703
../../data/extracted_images/h11_short/024.jpg,869.6972962752884,402.6023823028928,9.962185668368313,10.577235772357724,31.79325364037997,9.932312346379277,0.010479971909359977,0.9794992302082457,0.9795552928700691,-89.38699773279846
../../data/extracted_images/h11_short/025.jpg,869.662128946871,403.88561164681414,9.981470977500475,10.51219512195122,30.53088321370962,9.921913405180565,0.002322880371674988,1.058612214029105,1.0586147625386795,-89.8742778269094
../../data/extracted_images/h11_short/026.jpg,869.621667612025,405.26091888825863,9.980714690867838,10.468897712232938,32.60172103025732,9.9126488939308,-0.005726170218524983,1.1370229316911005,1.1370373504053402,89.7114547090326
../../data/extracted_images/h11_short/027.jpg,869.6069200226887,406.72849309888454,10.03044053696351,10.446587256570242,37.52857308594835,9.904518812629988,-0.009237501012892477,1.219188072279394,1.219223066962444,89.56589167358632
../../data/extracted_images/h11_short/028.jpg,869.5791264889394,408.28738892040093,10.09226696918132,10.374740026470032,41.6109921650758,9.897523161278126,-0.013748210571813095,1.299543526996737,1.2996162479182252,89.39387558782789
../../data/extracted_images/h11_short/029.jpg,869.5386651540937,409.9436566458688,10.166950274153905,10.283607487237665,43.047449030917114,9.891661939875213,-0.023633957269794337,1.3836534046403617,1.3838552337976306,89.02143533036339
../../data/extracted_images/h11_short/030.jpg,869.4859141614675,411.6320665532237,10.255246738513899,10.1724333522405,44.94940025215212,9.886935148421252,-0.028873943224458083,1.4658995759392772,1.4661839145674331,88.87158628590703
../../data/extracted_images/h11_short/031.jpg,869.4212516543771,413.42578937417284,10.271506901115524,10.166004915863113,44.392908629239066,9.883342786916241,-0.03943494584447243,1.5462010101828614,1.5467038109619622,88.5390216201299
