id,x,y,r1,r2,theta,vx,vy,v,angle,Region,time,vx_using_curve,vy_using_curve,v_using_curve,angle_using_curve
../../data/extracted_images/h10_short/007.jpg,870.0,405.0,11.0,10.0,96.82986737710912,0.1428571428571428,0.2857142857142857,0.3194382824999699,-63.43494882292201,I,7,,,,
../../data/extracted_images/h10_short/008.jpg,870.0,405.0,11.0,10.0,72.76563998161456,0.1428571428571428,0.2857142857142857,0.3194382824999699,-63.43494882292201,I,8,,,,
../../data/extracted_images/h10_short/009.jpg,870.0,405.0,10.0,10.0,99.69465635276325,0.1428571428571428,0.2857142857142857,0.3194382824999699,-63.43494882292201,I,9,,,,
../../data/extracted_images/h10_short/010.jpg,870.0,406.0,10.0,11.0,119.17522138721124,0.1428571428571428,0.4285714285714285,0.4517539514526256,-71.56505117707799,I,10,,,,
../../data/extracted_images/h10_short/011.jpg,870.0,406.0,9.0,11.0,96.25690958197828,0.1428571428571428,0.4285714285714285,0.4517539514526256,-71.56505117707799,I,11,,,,
../../data/extracted_images/h10_short/012.jpg,870.0,407.0,11.0,9.0,9.740282517223996,0.1428571428571428,0.4285714285714285,0.4517539514526256,-71.56505117707799,I,12,,,,
../../data/extracted_images/h10_short/013.jpg,870.0,407.0,10.0,9.0,5.156620156177409,0.0,0.4285714285714285,0.4285714285714285,90.0,I,13,,,,
../../data/extracted_images/h10_short/014.jpg,870.0,408.0,9.0,11.0,92.81916281119337,0.0,0.4285714285714285,0.4285714285714285,90.0,I,14,,,,
../../data/extracted_images/h10_short/015.jpg,870.0,409.0,9.0,11.0,104.85127650894066,0.0,0.5714285714285714,0.5714285714285714,90.0,I,15,,,,
../../data/extracted_images/h10_short/016.jpg,871.0,411.0,10.0,12.0,132.926208470351,0.1428571428571428,0.8571428571428571,0.8689660757568884,-80.53767779197439,I,16,,,,
../../data/extracted_images/h10_short/017.jpg,870.0,411.0,11.0,10.0,52.13915935690492,0.0,0.7142857142857143,0.7142857142857143,90.0,I,17,,,,
../../data/extracted_images/h10_short/018.jpg,870.0,412.0,10.0,11.0,-18.334649444186343,0.0,0.8571428571428571,0.8571428571428571,90.0,I,18,,,,
../../data/extracted_images/h10_short/019.jpg,869.0,413.0,11.0,9.0,100.8405719430249,-0.1428571428571428,0.8571428571428571,0.8689660757568884,80.53767779197439,I,19,,,,
../../data/extracted_images/h10_short/020.jpg,869.0,414.0,11.0,10.0,94.53803619658584,-0.1428571428571428,1.0,1.0101525445522108,81.86989764584403,I,20,,,,
../../data/extracted_images/h10_short/021.jpg,870.0,416.0,10.0,11.0,-25.210142985756224,0.0,1.1428571428571428,1.1428571428571428,90.0,I,21,,,,
