id,x,y,r1,r2,theta,vx,vy,v,angle,Region,time,vx_using_curve,vy_using_curve,v_using_curve,angle_using_curve
../../data/extracted_images/h25_short/007.jpg,750.0,344.0,33.0,228.0,1.1459155902616465,-2.0,-22.571428571428573,22.65986292445526,-84.93638314696992,I,7,,,,
../../data/extracted_images/h25_short/008.jpg,750.0,354.0,34.0,218.0,0.5729577951308232,-0.2857142857142857,-20.714285714285715,20.71625606392532,-89.20976349757082,I,8,,,,
../../data/extracted_images/h25_short/009.jpg,749.0,364.0,33.0,209.0,0.5729577951308232,-0.4285714285714285,-19.142857142857142,19.14765398322271,-88.71747291728983,I,9,,,,
../../data/extracted_images/h25_short/010.jpg,751.0,376.0,200.0,34.0,90.52733163067008,-0.1428571428571428,-17.428571428571427,17.429156898831383,-89.53037298031036,I,10,,,,
../../data/extracted_images/h25_short/011.jpg,748.0,383.0,187.0,32.0,91.1002894258009,-0.5714285714285714,-16.571428571428573,16.58127786119647,-88.02506598911802,I,11,,,,
../../data/extracted_images/h25_short/012.jpg,749.0,394.0,178.0,30.0,90.52733163067008,-0.5714285714285714,-15.0,15.010880407632488,-87.81835859644855,I,12,,,,
../../data/extracted_images/h25_short/013.jpg,749.0,403.0,168.0,28.0,90.52733163067008,0.1428571428571428,9.285714285714286,9.286813121797149,-89.11859600341785,I,13,,,,
../../data/extracted_images/h25_short/014.jpg,750.0,414.0,28.0,160.0,0.5729577951308232,0.0,10.0,10.0,90.0,I,14,,,,
../../data/extracted_images/h25_short/015.jpg,750.0,425.0,28.0,151.0,0.5729577951308232,0.0,10.142857142857142,10.142857142857142,90.0,I,15,,,,
../../data/extracted_images/h25_short/016.jpg,750.0,435.0,28.0,141.0,0.5729577951308232,0.1428571428571428,10.142857142857142,10.143863129186704,-89.19307054489764,I,16,,,,
../../data/extracted_images/h25_short/017.jpg,751.0,446.0,30.0,131.0,0.5729577951308232,0.0,10.0,10.0,90.0,I,17,,,,
../../data/extracted_images/h25_short/018.jpg,749.0,454.0,29.0,121.0,0.5729577951308232,0.1428571428571428,10.142857142857142,10.143863129186704,-89.19307054489764,I,18,,,,
../../data/extracted_images/h25_short/019.jpg,749.0,465.0,29.0,110.0,0.5729577951308232,0.0,10.142857142857142,10.142857142857142,90.0,I,19,,,,
../../data/extracted_images/h25_short/020.jpg,749.0,475.0,32.0,100.0,0.5729577951308232,0.0,10.285714285714286,10.285714285714286,90.0,I,20,,,,
../../data/extracted_images/h25_short/021.jpg,748.0,484.0,90.0,35.0,90.52733163067008,-0.2857142857142857,10.0,10.004080800006626,88.36342295838327,I,21,,,,
../../data/extracted_images/h25_short/022.jpg,748.0,497.0,52.0,75.0,6.302535746439056,-0.2857142857142857,10.285714285714286,10.289681774496634,88.40885972880542,II,22,,,,
../../data/extracted_images/h25_short/023.jpg,752.0,500.0,38.0,76.0,2.291831180523293,0.2857142857142857,9.285714285714286,9.29010885022235,-88.23760897633949,II,23,,,,
../../data/extracted_images/h25_short/024.jpg,754.0,499.0,29.0,76.0,4.010704565915763,0.4285714285714285,7.571428571428571,7.583548251421141,-86.76029970389789,III,24,0.034273723476552,12.137889057338352,12.137937446550591,89.83821449718204
../../data/extracted_images/h25_short/025.jpg,753.0,491.0,79.0,21.0,95.68395178684747,0.5714285714285714,5.285714285714286,5.316512590265256,-83.8298249049704,III,25,0.034273723476552,10.340205440347594,10.340262242163634,89.81008766961565
../../data/extracted_images/h25_short/026.jpg,758.0,494.0,76.0,22.0,99.69465635276325,1.2857142857142858,4.142857142857143,4.337778985911137,-72.75854060106002,III,26,0.034273723476552,8.542521823356836,8.542590578428111,89.77012301435008
../../data/extracted_images/h25_short/027.jpg,743.0,520.0,8.0,61.0,13.178029288008934,-0.8571428571428571,6.428571428571429,6.485462550180666,82.40535663140855,III,27,0.034273723476552,6.7448382063660794,6.744925286330201,89.70885546229192
../../data/extracted_images/h25_short/028.jpg,742.0,547.0,9.0,27.0,6.875493541569878,-0.8571428571428571,9.0,9.040724189883852,84.5596679689945,III,28,0.034273723476552,4.947154589375321,4.9472733115624665,89.6030630838109
../../data/extracted_images/h25_short/029.jpg,743.0,558.0,18.0,9.0,97.97578296737078,-0.7142857142857143,8.714285714285714,8.743510713199631,85.31410016049729,III,29,0.034273723476552,3.149470972384563,3.1496574566155466,89.37651046578989
../../data/extracted_images/h25_short/031.jpg,742.0,574.0,5.0,7.0,-44.69070802020421,-1.7142857142857142,10.714285714285714,10.850561915290426,80.9097230791777,III,31,0.034273723476552,-0.4458962615969515,0.44721154303873256,-85.6046144862765
../../data/extracted_images/h25_short/032.jpg,743.0,575.0,5.0,8.0,-32.0856365273261,-1.4285714285714286,12.0,12.0847348471752,83.21102542556122,III,32,0.034273723476552,-2.2435798785877097,2.243841652105734,-89.1247973891363
../../data/extracted_images/h25_short/033.jpg,744.0,500.0,77.0,7.0,93.39212060632418,-2.0,0.8571428571428571,2.1759351731039738,23.19859051364819,III,33,0.034273723476552,-4.041263495578466,4.041408829704813,-89.51408943613346
../../data/extracted_images/h25_short/034.jpg,750.0,485.0,14.0,89.0,7.448451336700702,1.0,-5.0,5.0990195135927845,78.69006752597979,III,34,0.034273723476552,-5.838947112569226,5.8390477024512695,-89.66368642969398
../../data/extracted_images/h25_short/035.jpg,750.0,487.0,15.0,86.0,7.448451336700702,1.1428571428571428,-8.571428571428571,8.64728340024089,82.40535663140855,III,35,0.034273723476552,-7.6366307295599825,7.63670764058575,-89.74285433091367
