id,x,y,r1,r2,theta,r,Region,time,vx,vy,v,angle
../../data/extracted_images/theta5_pass6/000.jpg,959.2393647192287,408.0000000000001,4.626394403478919,1.8956324446965405,59.5369122159877,2.9497069389298556,O,0,0.0,0.0,0.0,0.0
../../data/extracted_images/theta5_pass6/001.jpg,959.2493855171111,414.01909623747406,4.868973340896201,2.4879939497069397,64.46170600015151,3.3972395537908877,I,1,0.0,0.0,0.0,0.0
../../data/extracted_images/theta5_pass6/002.jpg,959.2081678956325,420.0601247872944,5.1215730761958795,3.06806579693704,68.67585445702125,3.841747022121385,I,2,0.0,0.0,0.0,0.0
../../data/extracted_images/theta5_pass6/003.jpg,959.3021365097372,426.26091888825874,5.505577613915675,3.816978634902629,68.97907035200541,4.4344866704481,I,3,0.0,0.0,0.0,0.0
../../data/extracted_images/theta5_pass6/004.jpg,959.2681036112688,432.4411041784837,5.824163357912649,4.497258460956704,69.91937544970546,4.938740782756666,I,4,0.0,0.0,0.0,0.0
../../data/extracted_images/theta5_pass6/005.jpg,958.9924371336738,438.553601815088,5.982794479107582,4.920211760257138,74.92444182343098,5.228209491397241,I,5,0.0,0.0,0.0,0.0
../../data/extracted_images/theta5_pass6/006.jpg,958.6401966345245,444.72149744753267,6.1660049158631125,5.377765173000569,78.29285734277259,5.525430138022312,I,6,0.0,0.0,0.0,0.0
../../data/extracted_images/theta5_pass6/007.jpg,958.188504443184,450.95046322556254,6.4951786727169605,5.725467952353943,77.82324644432447,5.857629041406694,I,7,-0.15012289657780847,6.135780460794633,6.137616699269034,88.59843540420691
../../data/extracted_images/theta5_pass6/008.jpg,957.6218566836832,457.31631688409914,6.790130459444129,6.2537341652486305,80.9914679751235,6.244658725657025,I,8,-0.23250411906113705,6.185317235232154,6.189685570838016,87.84728330171919
../../data/extracted_images/theta5_pass6/009.jpg,957.4588769143506,463.25921724333523,7.2132728304027225,6.655322367177161,85.06251239581104,6.629230478351296,I,9,-0.24989871161169827,6.171298922291547,6.1763565112728065,87.68114892110891
../../data/extracted_images/theta5_pass6/010.jpg,957.3747400264701,469.44488561164684,7.491775382870109,7.162412554358103,85.82320622024072,7.088485536018152,I,10,-0.27534235475244323,6.169138103341156,6.175279617184661,87.44445793452533
../../data/extracted_images/theta5_pass6/011.jpg,956.9383626394404,475.6636415201362,7.634146341463416,7.29135942522216,86.67706391379738,7.21005861221403,I,11,-0.3328201388326306,6.174648191664638,6.183611366801762,86.91468186894252
../../data/extracted_images/theta5_pass6/012.jpg,956.4462091132541,482.02363395726985,7.664397806768767,7.411608999810929,84.97259842909547,7.302892796369825,I,12,-0.3637468600599537,6.210004591740268,6.22064858416216,86.64776836738284
../../data/extracted_images/theta5_pass6/013.jpg,955.74437511817,488.4690867838912,7.527509926262054,7.387596899224807,86.46007876279585,7.2015503875969,I,13,-0.41368878805064924,6.249655619479792,6.263332481631017,86.21289634503559
../../data/extracted_images/theta5_pass6/014.jpg,955.0913216108906,495.06825486859526,7.43940253356022,7.263944034789185,89.25033664314842,7.106069200226887,I,14,-0.4424546903276223,6.302541663290389,6.318053305449716,85.98427679499997
../../data/extracted_images/theta5_pass6/015.jpg,954.4571752694274,501.98128190584237,7.336169408205711,7.130270372471168,87.52507178301349,7.037436188315372,I,15,-0.4520973448936892,6.380709288820461,6.396705639444388,85.94715074859924
../../data/extracted_images/theta5_pass6/016.jpg,953.8655700510494,509.0865948194367,7.131026659103801,7.15295897145018,84.48392143650042,6.930610701455853,I,16,-0.5133295519001747,6.5467682251573525,6.566862372760981,85.5166331965183
../../data/extracted_images/theta5_pass6/017.jpg,953.2696161845341,516.3711476649651,6.907354887502365,7.165815844204953,82.30789511190356,6.821327283040273,I,17,-0.5864462631337152,6.703751721902604,6.729354082559159,85.00047511929212
../../data/extracted_images/theta5_pass6/018.jpg,952.7305728871244,523.8912837965589,6.771034221970128,7.204953677443752,80.50051605084049,6.74532047646058,I,18,-0.601112821759427,6.889663182346104,6.915836564773565,85.01365575575866
../../data/extracted_images/theta5_pass6/019.jpg,952.1996596710154,531.6952164870486,6.71128757799206,7.197579882775573,82.13250871176804,6.699565135186237,I,19,-0.6066499203198126,7.095940361396962,7.12182516903683,85.11352057441077
../../data/extracted_images/theta5_pass6/020.jpg,951.696729060314,539.6606163736056,6.647948572508982,7.202684817545851,80.67601078105639,6.6732841747022125,I,20,-0.5782351511222714,7.313075655673491,7.335900178955385,85.47910470206311
../../data/extracted_images/theta5_pass6/021.jpg,951.2792588391002,547.7659292871999,6.649272074116091,7.116468141425601,82.11333428754074,6.633200983172623,I,21,-0.5445803959700665,7.528239202657809,7.547910525444031,85.86252476413033
../../data/extracted_images/theta5_pass6/022.jpg,950.9415768576291,555.9190773303083,6.519947059935717,7.114955568160333,80.06882068052542,6.554169030062395,I,22,-0.5022283445426053,7.70539934635227,7.721749309374657,86.2708072659148
../../data/extracted_images/theta5_pass6/023.jpg,950.7547740593685,564.19814709775,6.5689166193987525,6.985441482321801,81.08073196135678,6.534694649272075,I,23,-0.44439942738298605,7.873078896901908,7.885611083987118,86.7693424769516
../../data/extracted_images/theta5_pass6/024.jpg,950.6012478729439,572.5638116846285,6.545849877103423,7.005104934770279,78.16567782840625,6.533749290981283,I,24,-0.3811954730843224,8.027523431380489,8.036569070820132,87.28129134633927
../../data/extracted_images/theta5_pass6/025.jpg,950.5711854792968,581.0468897712234,6.62866326337682,6.93098884477217,73.10882967625899,6.5188126299867655,I,25,-0.30848391540394005,8.16508656780921,8.170911882151302,87.83634578649334
