id,x,y,r1,r2,theta,vx,vy,v,angle,Region,time
../../data/extracted_images/h7_short/007.jpg,870.0,442.0,10.0,11.0,-14.32394487827058,0.14285714285714285,0.2857142857142857,0.3194382824999699,-63.43494882292201,I,7
../../data/extracted_images/h7_short/008.jpg,870.0,443.0,12.0,10.0,38.96113006889598,0.14285714285714285,0.42857142857142855,0.4517539514526256,-71.56505117707799,I,8
../../data/extracted_images/h7_short/009.jpg,870.0,443.0,10.0,11.0,115.7374746164263,0.14285714285714285,0.42857142857142855,0.4517539514526256,-71.56505117707799,I,9
../../data/extracted_images/h7_short/010.jpg,869.0,443.0,9.0,11.0,98.5487407625016,0.0,0.42857142857142855,0.42857142857142855,90.0,I,10
../../data/extracted_images/h7_short/011.jpg,869.0,443.0,9.0,10.0,92.24620501606256,0.0,0.2857142857142857,0.2857142857142857,90.0,I,11
../../data/extracted_images/h7_short/012.jpg,869.0,444.0,9.0,10.0,89.95437383553926,0.0,0.42857142857142855,0.42857142857142855,90.0,I,12
../../data/extracted_images/h7_short/013.jpg,869.0,445.0,9.0,10.0,89.38141604040842,-0.14285714285714285,0.42857142857142855,0.4517539514526256,71.56505117707799,I,13
../../data/extracted_images/h7_short/014.jpg,869.0,446.0,9.0,11.0,108.86198107485642,-0.14285714285714285,0.5714285714285714,0.5890150893739515,75.96375653207353,I,14
../../data/extracted_images/h7_short/015.jpg,870.0,447.0,11.0,10.0,41.25296124941927,0.0,0.5714285714285714,0.5714285714285714,90.0,I,15
../../data/extracted_images/h7_short/016.jpg,870.0,448.0,10.0,11.0,-40.680003454288446,0.0,0.7142857142857143,0.7142857142857143,90.0,I,16
../../data/extracted_images/h7_short/017.jpg,870.0,449.0,11.0,10.0,66.46310423517549,0.14285714285714285,0.8571428571428571,0.8689660757568884,-80.53767779197439,I,17
../../data/extracted_images/h7_short/018.jpg,869.0,450.0,11.0,10.0,96.82986737710912,0.0,1.0,1.0,90.0,I,18
../../data/extracted_images/h7_short/019.jpg,869.0,451.0,11.0,10.0,99.1216985576324,0.0,1.0,1.0,90.0,I,19
../../data/extracted_images/h7_short/020.jpg,869.0,452.0,10.0,10.0,0.5729577951308232,0.0,1.0,1.0,90.0,I,20
../../data/extracted_images/h7_short/021.jpg,870.0,455.0,10.0,11.0,119.74817918234206,0.14285714285714285,1.2857142857142858,1.2936264483053455,-83.6598082540901,I,21
../../data/extracted_images/h7_short/022.jpg,870.0,457.0,12.0,9.0,28.64788975654116,0.0,1.4285714285714286,1.4285714285714286,90.0,I,22
../../data/extracted_images/h7_short/023.jpg,869.0,457.0,9.0,11.0,104.85127650894066,-0.14285714285714285,1.2857142857142858,1.2936264483053455,83.6598082540901,I,23
../../data/extracted_images/h7_short/024.jpg,869.0,459.0,9.0,11.0,88.23550045014677,-0.14285714285714285,1.4285714285714286,1.4356965173029843,84.28940686250037,I,24
../../data/extracted_images/h7_short/025.jpg,869.0,460.0,10.0,9.0,5.156620156177409,0.0,1.4285714285714286,1.4285714285714286,90.0,I,25
../../data/extracted_images/h7_short/026.jpg,869.0,463.0,9.0,10.0,95.11099399171664,0.0,1.7142857142857142,1.7142857142857142,90.0,I,26
../../data/extracted_images/h7_short/027.jpg,869.0,464.0,9.0,10.0,110.00789666511804,0.0,1.7142857142857142,1.7142857142857142,90.0,I,27
../../data/extracted_images/h7_short/028.jpg,869.0,467.0,10.0,10.0,45.83662361046586,-0.14285714285714285,1.7142857142857142,1.7202277969703277,85.23635830927383,I,28
../../data/extracted_images/h7_short/029.jpg,869.0,469.0,10.0,11.0,-27.501974166279517,-0.14285714285714285,1.7142857142857142,1.7202277969703277,85.23635830927383,I,29
../../data/extracted_images/h7_short/030.jpg,869.0,471.0,10.0,10.0,-16.615776058793873,0.0,2.0,2.0,90.0,I,30
../../data/extracted_images/h7_short/031.jpg,868.0,473.0,11.0,9.0,98.5487407625016,-0.14285714285714285,2.0,2.005095549659743,85.91438322002512,I,31
../../data/extracted_images/h7_short/032.jpg,868.0,475.0,10.0,11.0,10.313240312354818,-0.14285714285714285,2.142857142857143,2.147613768338987,86.18592516570965,I,32
../../data/extracted_images/h7_short/033.jpg,868.0,478.0,10.0,10.0,18.334649444186343,-0.14285714285714285,2.142857142857143,2.147613768338987,86.18592516570965,I,33
../../data/extracted_images/h7_short/034.jpg,868.0,481.0,10.0,9.0,12.032113697747286,-0.14285714285714285,2.4285714285714284,2.4327694808466287,86.63353933657021,I,34
../../data/extracted_images/h7_short/035.jpg,868.0,483.0,9.0,11.0,97.40282517223994,-0.14285714285714285,2.2857142857142856,2.2901742202687707,86.42366562500266,I,35
../../data/extracted_images/h7_short/036.jpg,868.0,486.0,11.0,9.0,9.740282517223996,-0.14285714285714285,2.4285714285714284,2.4327694808466287,86.63353933657021,I,36
../../data/extracted_images/h7_short/037.jpg,868.0,489.0,10.0,9.0,2.291831180523293,-0.14285714285714285,2.5714285714285716,2.575393768188564,86.82016988013577,I,37
../../data/extracted_images/h7_short/038.jpg,868.0,492.0,10.0,9.0,3.437746770784939,0.0,2.7142857142857144,2.7142857142857144,90.0,I,38
../../data/extracted_images/h7_short/039.jpg,868.0,495.0,9.0,10.0,105.42423430407148,0.0,2.857142857142857,2.857142857142857,90.0,I,39
../../data/extracted_images/h7_short/040.jpg,867.0,498.0,9.0,10.0,134.64508185574346,-0.14285714285714285,2.857142857142857,2.8607120563572552,87.13759477388825,I,40
../../data/extracted_images/h7_short/041.jpg,867.0,501.0,10.0,10.0,58.44169510334397,-0.14285714285714285,2.857142857142857,2.8607120563572552,87.13759477388825,I,41
../../data/extracted_images/h7_short/042.jpg,867.0,504.0,10.0,10.0,88.8084582452776,-0.14285714285714285,3.0,3.003399434518377,87.27368900609375,I,42
../../data/extracted_images/h7_short/043.jpg,867.0,508.0,10.0,9.0,91.1002894258009,-0.14285714285714285,3.142857142857143,3.1461022207921774,87.39743779750019,I,43
../../data/extracted_images/h7_short/044.jpg,867.0,511.0,10.0,10.0,93.39212060632418,-0.14285714285714285,3.142857142857143,3.1461022207921774,87.39743779750019,I,44
../../data/extracted_images/h7_short/045.jpg,867.0,515.0,9.0,10.0,-8.594366926962348,-0.14285714285714285,3.2857142857142856,3.2888184094918107,87.51044707800085,I,45
../../data/extracted_images/h7_short/046.jpg,867.0,518.0,10.0,10.0,99.1216985576324,-0.14285714285714285,3.2857142857142856,3.2888184094918107,87.51044707800085,I,46
../../data/extracted_images/h7_short/047.jpg,867.0,522.0,9.0,10.0,99.1216985576324,0.0,3.4285714285714284,3.4285714285714284,90.0,I,47
../../data/extracted_images/h7_short/048.jpg,867.0,526.0,9.0,10.0,99.1216985576324,0.0,3.5714285714285716,3.5714285714285716,90.0,I,48
