image_path,x,y,Radius
../data/images1/0.jpg,871,401,11
../data/images1/1.jpg,871,401,11
../data/images1/2.jpg,871,401,11
../data/images1/3.jpg,871,401,11
../data/images1/4.jpg,871,401,11
../data/images1/5.jpg,871,401,11
../data/images1/6.jpg,871,402,11
../data/images1/7.jpg,871,404,11
../data/images1/8.jpg,871,404,11
../data/images1/9.jpg,870,404,10
../data/images1/10.jpg,870,405,10
../data/images1/11.jpg,869,406,10
../data/images1/12.jpg,869,406,10
../data/images1/13.jpg,869,407,10
../data/images1/14.jpg,869,408,10
../data/images1/15.jpg,869,408,10
../data/images1/16.jpg,869,409,10
../data/images1/17.jpg,870,410,11
../data/images1/18.jpg,870,411,10
../data/images1/19.jpg,870,411,10
../data/images1/20.jpg,870,412,10
../data/images1/21.jpg,870,414,11
../data/images1/22.jpg,869,415,10
../data/images1/23.jpg,869,417,10
../data/images1/24.jpg,869,419,10
../data/images1/25.jpg,869,421,10
../data/images1/26.jpg,869,422,10
../data/images1/27.jpg,869,424,10
../data/images1/28.jpg,869,426,10
../data/images1/29.jpg,869,427,10
../data/images1/30.jpg,869,430,10
../data/images1/31.jpg,870,432,11
../data/images1/32.jpg,870,434,11
../data/images1/33.jpg,869,435,10
../data/images1/34.jpg,869,438,10
../data/images1/35.jpg,869,441,10
../data/images1/36.jpg,868,444,10
../data/images1/37.jpg,868,447,10
../data/images1/38.jpg,868,450,10
../data/images1/39.jpg,868,453,10
../data/images1/40.jpg,868,455,10
../data/images1/41.jpg,868,458,10
../data/images1/42.jpg,868,461,10
../data/images1/43.jpg,868,464,10
../data/images1/44.jpg,868,467,10
../data/images1/45.jpg,868,470,10
../data/images1/46.jpg,869,474,11
../data/images1/47.jpg,868,477,10
../data/images1/48.jpg,868,482,10
../data/images1/49.jpg,867,486,10
../data/images1/50.jpg,867,490,10
../data/images1/51.jpg,867,494,10
../data/images1/52.jpg,867,497,10
../data/images1/53.jpg,867,501,10
../data/images1/54.jpg,867,505,10
../data/images1/55.jpg,868,509,10
../data/images1/56.jpg,868,513,10
../data/images1/57.jpg,867,517,10
../data/images1/58.jpg,867,522,10
../data/images1/59.jpg,867,526,10
../data/images1/60.jpg,867,532,10
../data/images1/61.jpg,867,537,10
../data/images1/62.jpg,866,542,10
../data/images1/63.jpg,866,548,10
../data/images1/64.jpg,857,554,12
../data/images1/65.jpg,854,565,18
../data/images1/66.jpg,849,570,16
../data/images1/67.jpg,845,576,17
../data/images1/68.jpg,846,586,13
../data/images1/69.jpg,840,591,13
../data/images1/76.jpg,863,610,6
../data/images1/77.jpg,865,614,7
../data/images1/78.jpg,868,618,8
../data/images1/79.jpg,870,622,9
../data/images1/80.jpg,872,625,9
../data/images1/81.jpg,873,628,9
../data/images1/82.jpg,874,631,9
../data/images1/83.jpg,874,633,8
../data/images1/84.jpg,875,635,7
../data/images1/85.jpg,876,637,6
../data/images1/86.jpg,879,639,7
../data/images1/87.jpg,880,638,5
../data/images1/88.jpg,884,638,6
../data/images1/89.jpg,888,639,7
../data/images1/90.jpg,890,639,6
../data/images1/91.jpg,894,639,6
../data/images1/92.jpg,897,639,6
../data/images1/93.jpg,899,638,5
../data/images1/94.jpg,901,636,4
../data/images1/95.jpg,905,636,5
../data/images1/96.jpg,908,634,4
../data/images1/97.jpg,913,633,5
../data/images1/98.jpg,917,631,4
../data/images1/99.jpg,920,628,3
../data/images1/107.jpg,964,610,10
../data/images1/108.jpg,970,607,10
../data/images1/109.jpg,975,603,10
../data/images1/110.jpg,980,601,10
../data/images1/111.jpg,985,598,10
../data/images1/112.jpg,990,596,10
../data/images1/113.jpg,994,594,10
../data/images1/114.jpg,999,592,10
../data/images1/115.jpg,1003,591,10
../data/images1/116.jpg,1008,589,10
../data/images1/117.jpg,1012,587,9
../data/images1/118.jpg,1017,586,10
../data/images1/119.jpg,1022,584,10
../data/images1/120.jpg,1027,583,10
../data/images1/121.jpg,1032,581,10
../data/images1/122.jpg,1036,579,10
../data/images1/123.jpg,1041,578,10
../data/images1/124.jpg,1046,576,10
../data/images1/125.jpg,1051,575,10
../data/images1/126.jpg,1055,574,9
../data/images1/127.jpg,1059,573,9
../data/images1/128.jpg,1064,573,9
../data/images1/129.jpg,1069,573,10
../data/images1/130.jpg,1074,573,10
../data/images1/131.jpg,1078,572,10
../data/images1/132.jpg,1083,571,10
../data/images1/133.jpg,1088,571,10
../data/images1/134.jpg,1093,570,10
../data/images1/135.jpg,1097,570,10
../data/images1/136.jpg,1102,569,10
../data/images1/137.jpg,1106,568,9
../data/images1/138.jpg,1111,568,9
../data/images1/139.jpg,1115,569,9
../data/images1/140.jpg,1120,570,9
../data/images1/141.jpg,1124,570,9
../data/images1/142.jpg,1128,571,9
../data/images1/143.jpg,1133,571,9
../data/images1/144.jpg,1138,572,9
../data/images1/145.jpg,1142,572,9
../data/images1/146.jpg,1147,573,9
../data/images1/147.jpg,1152,573,9
../data/images1/148.jpg,1156,574,9
../data/images1/149.jpg,1161,575,9
../data/images1/150.jpg,1166,576,9
../data/images1/151.jpg,1171,577,9
../data/images1/152.jpg,1175,579,9
../data/images1/153.jpg,1179,581,9
../data/images1/154.jpg,1184,582,9
